Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 2. 18.,2026년 2월 18일,Sunny International Management LLc,,Open,No,02/18/2026,,20 to 99,FL,1,1
2026. 2. 18.,2026년 2월 18일,Sunrise Boulevard CH LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,"SURCIARE OF KANSAS CITY UROLOGY, LLC",,Open,No,02/18/2026,,100 to 499,KS,1,1
2026. 2. 18.,2026년 2월 18일,SURF Logistics LLC,,Open,No,02/18/2026,,10 to 19,NJ,1,1
2026. 2. 18.,2026년 2월 18일,Surfside Beach Golf Cart Rentals & Sales LLC,Surfside Beach Golf Cart Rentals & Sales,Open,Yes,02/18/2026,,5 to 9,SC,1,1
2026. 2. 18.,2026년 2월 18일,SW FUSION LLC,,Open,No,02/18/2026,,20 to 99,CA,1,1
2026. 2. 18.,2026년 2월 18일,"Synergos Institute, Inc.",,Open,No,02/18/2026,,10 to 19,NY,1,1
2026. 2. 18.,2026년 2월 18일,T & J Produce Inc.,T & J Produce Inc.,Open,Yes,02/18/2026,,20 to 99,NC,1,1
2026. 2. 18.,2026년 2월 18일,T&B Management LLC,,Open,No,02/18/2026,,"1,000 to 2,499",NC,1,1
2026. 2. 18.,2026년 2월 18일,Tampa Ave LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,"Tennessee Football, LLC",,Open,No,02/18/2026,,100 to 499,TN,1,1
2026. 2. 18.,2026년 2월 18일,Tetra Ventures LLC,IDYA4,Open,Yes,02/18/2026,,5 to 9,NJ,1,1
2026. 2. 18.,2026년 2월 18일,"TF Spa Management, LLC",,Open,Yes,02/18/2026,,5 to 9,FL,1,1
2026. 2. 18.,2026년 2월 18일,The Key,,Open,Yes,02/18/2026,,100 to 499,TX,1,1
2026. 2. 18.,2026년 2월 18일,The Lodge on Lake Oconee,,Open,Yes,02/18/2026,,20 to 99,GA,1,1
2026. 2. 18.,2026년 2월 18일,"THE PAYNE FIRM, P.C.",,Open,No,02/18/2026,,10 to 19,TX,1,1
2026. 2. 18.,2026년 2월 18일,"The Shearer Group, Inc.",,Open,No,02/18/2026,,20 to 99,TX,1,1
2026. 2. 18.,2026년 2월 18일,Thursday Enterprises LLC,,Open,No,02/18/2026,,20 to 99,PA,1,1
2026. 2. 18.,2026년 2월 18일,"TitleEase, LLC",,Open,No,02/18/2026,,20 to 99,RI,1,1
2026. 2. 18.,2026년 2월 18일,TM Rippey Consulting Engineers,TM Rippey Consulting Engineers,Open,Yes,02/18/2026,,10 to 19,OR,1,1
2026. 2. 18.,2026년 2월 18일,"Toolroom Express, Inc.",Four Square/TRE,Open,Yes,02/18/2026,,20 to 99,NY,1,1
2026. 2. 18.,2026년 2월 18일,Totality Home health care agency llc,,Open,Yes,02/18/2026,,20 to 99,CT,1,1
2026. 2. 18.,2026년 2월 18일,Town Center Parkway LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,"tradeInsight AI, Inc.",,Open,Yes,02/18/2026,,5 to 9,TX,1,1
2026. 2. 18.,2026년 2월 18일,Transformative Health and Wellness,,Open,Yes,02/18/2026,,20 to 99,OR,2,1
2026. 2. 18.,2026년 2월 18일,TriMark Solutions LLC,TriMark Digital,Open,Yes,02/18/2026,,20 to 99,NC,1,1
2026. 2. 18.,2026년 2월 18일,Trintec Construction inc,Trintec Construction inc,Open,Yes,02/18/2026,,10 to 19,FL,1,1
2026. 2. 18.,2026년 2월 18일,Tucson Orthopaedic Institute,,Open,No,02/18/2026,,20 to 99,AZ,1,1
2026. 2. 18.,2026년 2월 18일,Tukwila Parkway LLC,,Open,No,02/18/2026,,20 to 99,"VA,WA",2,1
2026. 2. 18.,2026년 2월 18일,Tulus Precious Hands LLC,Tulus Precious Hands LLC,Open,Yes,02/18/2026,,100 to 499,AZ,1,1
2026. 2. 18.,2026년 2월 18일,Tuscany Street LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,Twin Lakes Avenue LLC,,Open,No,02/18/2026,,20 to 99,"VA,WA",2,1
2026. 2. 18.,2026년 2월 18일,Tyler Street LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,U.S. Property Maintenance,,Open,Yes,02/18/2026,,10 to 19,FL,1,1
2026. 2. 18.,2026년 2월 18일,UA Foods Services LLC,,Open,Yes,02/18/2026,,10 to 19,NY,1,1
2026. 2. 18.,2026년 2월 18일,Uni-Ref Inc,,Open,Yes,02/18/2026,,100 to 499,"AL,PA",2,1
2026. 2. 18.,2026년 2월 18일,Union Landing Blvd LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,"Up Top Apps, LLC",Kodeak Digital Marketing Experts,Open,Yes,02/18/2026,,5 to 9,AZ,1,1
2026. 2. 18.,2026년 2월 18일,Upcoming Inc,,Open,Yes,02/18/2026,,10 to 19,NY,1,1
2026. 2. 18.,2026년 2월 18일,Upper Valley Lake Sunapee Regional Planning Commission,,Open,Yes,02/18/2026,,5 to 9,NH,1,1
2026. 2. 18.,2026년 2월 18일,Urban Forest Tree Care Inc.,Urban Forest Tree Care Inc.,Open,Yes,02/18/2026,,10 to 19,AZ,1,1
2026. 2. 18.,2026년 2월 18일,VA Financial Services Center,,Open,Yes,02/18/2026,,"10,000 and over",TX,1,1
2026. 2. 18.,2026년 2월 18일,"Vaiire, LLC",,Open,No,02/18/2026,,20 to 99,SC,1,1
2026. 2. 18.,2026년 2월 18일,Valconn Electronics Inc,,Open,No,02/18/2026,,100 to 499,NJ,1,1
2026. 2. 18.,2026년 2월 18일,"Valley Real Estate & Property Management Group, LLC",,Open,Yes,02/18/2026,,5 to 9,PA,1,1
2026. 2. 18.,2026년 2월 18일,Valley Real Estate Management LLC,Valley Real Estate Management LLC,Open,Yes,02/18/2026,,5 to 9,PA,1,1
2026. 2. 18.,2026년 2월 18일,"Valley VNA Health Systems, Inc.",,Open,No,02/18/2026,,100 to 499,WI,1,1
2026. 2. 18.,2026년 2월 18일,ValueCentrix Solution Inc,ValueCentrix,Open,Yes,02/18/2026,,10 to 19,GA,1,1
2026. 2. 18.,2026년 2월 18일,"VECTORCSP, LLC","VECTORCSP, LLC",Open,Yes,02/18/2026,,100 to 499,NC,1,1
2026. 2. 18.,2026년 2월 18일,Ventura Blvd LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,Vida Cafe INC,Mamajuana Cafe,Open,Yes,02/18/2026,,10 to 19,NY,1,1
2026. 2. 18.,2026년 2월 18일,Vista Way LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,Visteon Corporation,Visteon Corporation,Terminated,Yes,02/16/2026,02/18/2026,100 to 499,MI,1,1
2026. 2. 18.,2026년 2월 18일,VIZZ LLC,,Open,Yes,02/18/2026,,10 to 19,VA,1,1
2026. 2. 18.,2026년 2월 18일,W Lacey Boulevard LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,W Neider LLC,,Open,No,02/18/2026,,20 to 99,"ID,VA",2,1
2026. 2. 18.,2026년 2월 18일,W&W/AFCO STEEL LLC,,Open,Yes,02/18/2026,,"1,000 to 2,499",OK,1,1
2026. 2. 18.,2026년 2월 18일,Watson Arbor Service,,Open,Yes,02/18/2026,,10 to 19,SC,1,1
2026. 2. 18.,2026년 2월 18일,"Wehr Constructors, Inc.","Wehr Constructors, Inc.",Open,Yes,02/18/2026,,100 to 499,"FL,KY",4,1
2026. 2. 18.,2026년 2월 18일,West Pullman Road LLC,,Open,No,02/18/2026,,20 to 99,"ID,VA",2,1
2026. 2. 18.,2026년 2월 18일,West Shaw Avenue LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,West Stetson Avenue LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,Whitaker Corporation,,Open,Yes,02/18/2026,,20 to 99,PA,1,1
2026. 2. 18.,2026년 2월 18일,"White Cap, L.P.",,Open,Yes,02/18/2026,,"10,000 and over",GA,1,1
2026. 2. 18.,2026년 2월 18일,Whittwood Drive LLC,,Open,No,02/18/2026,,20 to 99,"CA,VA",2,1
2026. 2. 18.,2026년 2월 18일,"Wilson Counseling, Llc.",,Open,Yes,02/18/2026,,10 to 19,KY,1,1
2026. 2. 18.,2026년 2월 18일,Winston Furniture Company of Alabama Inc,,Open,No,02/18/2026,,20 to 99,AL,1,1
2026. 2. 18.,2026년 2월 18일,"Winter Street Architects, Inc.",,Open,Yes,02/18/2026,,10 to 19,MA,1,1
2026. 2. 18.,2026년 2월 18일,WNC From the Ground Up,WNC From the Ground Up,Open,Yes,02/18/2026,,5 to 9,NC,1,1
2026. 2. 18.,2026년 2월 18일,womens business development center,womens business development center,Open,Yes,02/18/2026,,20 to 99,IL,1,1
2026. 2. 18.,2026년 2월 18일,Woodys Riverfront LLC,,Open,No,02/18/2026,,20 to 99,FL,1,1
2026. 2. 18.,2026년 2월 18일,Woonasquatucket River Watershed Council,,Open,Yes,02/18/2026,,20 to 99,RI,1,1
2026. 2. 18.,2026년 2월 18일,XHDE 365 LLC,,Open,Yes,02/18/2026,,5 to 9,VA,2,1
2026. 2. 18.,2026년 2월 18일,XL Funding,,Open,No,02/18/2026,,100 to 499,TX,1,1
2026. 2. 18.,2026년 2월 18일,"Your Health Palliative Care, LLC",,Open,Yes,02/18/2026,,100 to 499,SC,1,1
2026. 2. 18.,2026년 2월 18일,"Z-D Studios, Inc.",ZEBRADOG,Open,Yes,02/18/2026,,10 to 19,WI,1,1
2026. 2. 18.,2026년 2월 18일,Zia Performance Management Co. LLC,Zia Performance Management Co.,Open,Yes,02/18/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"ABE Concrete, LLC",,Open,Yes,02/17/2026,,20 to 99,TN,1,1
2026. 2. 17.,2026년 2월 17일,ABS Facility Solutions LLC,,Open,No,02/17/2026,,20 to 99,NJ,1,1
2026. 2. 17.,2026년 2월 17일,Ace Handyman Services Whatcom County LLC,,Open,No,02/17/2026,,100 to 499,WA,1,1
2026. 2. 17.,2026년 2월 17일,"Ace Rivington, Inc.","Ace Rivington, Inc.",Open,Yes,02/17/2026,,5 to 9,CA,1,1
2026. 2. 17.,2026년 2월 17일,Afference Inc.,,Open,Yes,02/17/2026,,10 to 19,CO,1,1
2026. 2. 17.,2026년 2월 17일,AGS Capital,,Open,No,02/17/2026,,5 to 9,IN,1,1
2026. 2. 17.,2026년 2월 17일,Alder SOL Holdings LLC,StayOnline,Open,Yes,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,Alkemy-X,,Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Allegheny Crane Rental Inc.,,Open,No,02/17/2026,,10 to 19,PA,1,1
2026. 2. 17.,2026년 2월 17일,Allen Parish Hospital Service Dist No3,,Open,No,02/17/2026,,100 to 499,LA,1,1
2026. 2. 17.,2026년 2월 17일,Allied Mechanical LLC,,Open,Yes,02/17/2026,,20 to 99,UT,1,1
2026. 2. 17.,2026년 2월 17일,"AM/PM Doors, Inc.",,Open,No,02/17/2026,,10 to 19,CA,1,1
2026. 2. 17.,2026년 2월 17일,"AMAZON.COM, INC.","AMAZON.COM, INC.",Open,No,02/17/2026,,"10,000 and over",WA,1,1
2026. 2. 17.,2026년 2월 17일,American Casework Company,,Open,Yes,02/17/2026,,5 to 9,OH,1,1
2026. 2. 17.,2026년 2월 17일,American President Lines LLC,,Open,No,02/17/2026,,100 to 499,VA,1,1
2026. 2. 17.,2026년 2월 17일,"AMERICAN RELIANCE SECURITY, INC.",,Open,Yes,02/17/2026,,100 to 499,CA,2,1
2026. 2. 17.,2026년 2월 17일,American Society of Safety Professionals,,Open,No,02/17/2026,,20 to 99,IL,1,1
2026. 2. 17.,2026년 2월 17일,AmeriCARE Buckhead,,Open,No,02/17/2026,,5 to 9,GA,1,1
2026. 2. 17.,2026년 2월 17일,AmeriPro EMS LLC,,Open,No,02/17/2026,,100 to 499,GA,1,1
2026. 2. 17.,2026년 2월 17일,AmeriPro EMS of Florida LLC,,Open,No,02/17/2026,,100 to 499,FL,1,1
2026. 2. 17.,2026년 2월 17일,AmeriPro EMS of Michigan LLC,,Open,No,02/17/2026,,100 to 499,GA,1,1
2026. 2. 17.,2026년 2월 17일,AmeriPro EMS of Nebraska LLC,,Open,No,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,AMERIPRO EMS OF SOUTH CAROLINA LLC,,Open,No,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,Amtech Solutions Incorporated,,Open,No,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"ANT Investments, LLC",The Brothers that just do Gutters Chattanooga,Open,Yes,01/21/2026,,10 to 19,TN,1,1
2026. 2. 17.,2026년 2월 17일,AOKANG HOME INTL INC.,,Open,Yes,02/09/2026,,5 to 9,NY,1,1
2026. 2. 17.,2026년 2월 17일,APL Guam LTD,,Open,No,02/17/2026,,"1,000 to 2,499",GU,1,1
2026. 2. 17.,2026년 2월 17일,APL Maritime Limited,,Open,No,02/17/2026,,20 to 99,VA,1,1
2026. 2. 17.,2026년 2월 17일,Aquablue Corp,,Open,Yes,02/17/2026,,20 to 99,NJ,1,1
2026. 2. 17.,2026년 2월 17일,"Aquavista Ventures, Inc.",PVF Industrial,Open,Yes,02/17/2026,,20 to 99,FL,1,1
2026. 2. 17.,2026년 2월 17일,Aron Security Inc,Arrow Security,Open,Yes,02/17/2026,,"2,500 to 4,999",NY,2,1
2026. 2. 17.,2026년 2월 17일,Arrow Pest Control of Baton Rouge,,Open,No,02/17/2026,,100 to 499,LA,1,1
2026. 2. 17.,2026년 2월 17일,Assad Trucking Fleet Corporation,,Open,No,02/17/2026,,100 to 499,"NJ,PA",4,1
2026. 2. 17.,2026년 2월 17일,"Assemblers, Inc.",,Open,Yes,02/17/2026,,20 to 99,MI,1,1
2026. 2. 17.,2026년 2월 17일,"Athena Global Advisors, Inc.",,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,Athens Wellness Clinic,Athens Nurses Clinic,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,"Augustine O Eleje, MDPA",,Open,Yes,02/17/2026,,10 to 19,TX,1,1
2026. 2. 17.,2026년 2월 17일,AVIH Consulting LLC,,Open,Yes,02/17/2026,,100 to 499,"MI,NV",2,1
2026. 2. 17.,2026년 2월 17일,B2K Management Group LLC,,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,B3K Management Team LLC,,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Barlett Reserve Indy LLC,,Open,No,02/17/2026,,20 to 99,IN,1,1
2026. 2. 17.,2026년 2월 17일,Barricades Unlimited,,Open,No,02/17/2026,,20 to 99,AZ,3,1
2026. 2. 17.,2026년 2월 17일,Baxley Tire Service Inc,Baxley Tire Service inc,Open,Yes,02/17/2026,,5 to 9,SC,1,1
2026. 2. 17.,2026년 2월 17일,"BHenckel, Inc",,Open,No,02/17/2026,,20 to 99,TX,2,1
2026. 2. 17.,2026년 2월 17일,Big Blue Towing Inc,,Open,Yes,02/17/2026,,5 to 9,AL,1,1
2026. 2. 17.,2026년 2월 17일,Big Face Coffee LLC,Big Face Coffee LLC,Open,Yes,02/17/2026,,20 to 99,VA,1,1
2026. 2. 17.,2026년 2월 17일,BIMWERX,BIMWERX,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,Block Staffing Services LLC,,Open,No,02/17/2026,,100 to 499,NJ,1,1
2026. 2. 17.,2026년 2월 17일,Blue Line Coffee,,Open,Yes,02/17/2026,,5 to 9,NE,1,1
2026. 2. 17.,2026년 2월 17일,BM9 LLC,Haymaker Verrado,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,BMGY 11 LLC,Copper & Sage GSQ,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,BMV HOTELS GROUP LP,Home2Suites by Hilton Redding,Open,Yes,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Bonneville Caulking & Waterproofing, LLC",,Open,Yes,02/17/2026,,10 to 19,UT,1,1
2026. 2. 17.,2026년 2월 17일,"Bowen Painting,Inc",,Open,Yes,02/17/2026,,20 to 99,WA,1,1
2026. 2. 17.,2026년 2월 17일,Bravo Store Systems LLC,,Open,No,02/17/2026,,100 to 499,"FL,KS,NV,TX",5,1
2026. 2. 17.,2026년 2월 17일,"Breakfastology Cafe, LLC",Breakfastology Cafe,Open,Yes,02/17/2026,,5 to 9,GA,1,1
2026. 2. 17.,2026년 2월 17일,"Brenntag Pacific, LLC",,Open,No,02/17/2026,,100 to 499,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Brenntag Southwest, LLC",,Open,No,02/17/2026,,100 to 499,TX,1,1
2026. 2. 17.,2026년 2월 17일,"BSDS, INC",Brookside Charter School,Open,Yes,02/17/2026,,100 to 499,MO,1,1
2026. 2. 17.,2026년 2월 17일,Buc-ees Murfreesboro LLC,,Open,No,02/17/2026,,"10,000 and over","TN,TX",2,1
2026. 2. 17.,2026년 2월 17일,Buckhead Roofing And Major Construction LLC,Buckhead Roofing And Major Construction LLC,Open,Yes,02/17/2026,,5 to 9,GA,1,1
2026. 2. 17.,2026년 2월 17일,BUNS 9 LLC,BUNS,Open,Yes,02/17/2026,,10 to 19,WV,1,1
2026. 2. 17.,2026년 2월 17일,CAPPELLOS LLC,,Open,No,02/17/2026,,20 to 99,CO,3,1
2026. 2. 17.,2026년 2월 17일,Castros Cigar Bar LLC,,Open,No,02/17/2026,,10 to 19,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Castros on Baseline LLC,,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Castros on Scottsdale LLC,,Open,No,02/17/2026,,10 to 19,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Catholic Diocese of El Paso Texas,,Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"Catholic Properties, Inc.",,Open,Yes,02/17/2026,,10 to 19,TX,1,1
2026. 2. 17.,2026년 2월 17일,"CCW Enterprises, LLC.",,Open,Yes,02/16/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,Central Appraisal District of Johnson County,Jcad ,Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Childrens Learning Center of Posey  County,,Open,Yes,02/17/2026,,20 to 99,IN,1,1
2026. 2. 17.,2026년 2월 17일,Childrens Museum of Atlanta 2967810,,Open,No,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,"Cincy Electrical Solutions, LLC",,Open,Yes,02/17/2026,,10 to 19,OH,1,1
2026. 2. 17.,2026년 2월 17일,Cisco Medical Group,,Open,Yes,02/17/2026,,5 to 9,CA,2,1
2026. 2. 17.,2026년 2월 17일,City of Harvard,,Open,No,02/17/2026,,5 to 9,NE,1,1
2026. 2. 17.,2026년 2월 17일,City of King,,Open,No,02/17/2026,,100 to 499,NC,1,1
2026. 2. 17.,2026년 2월 17일,CITY OF NORTH ST PAUL,,Open,No,02/17/2026,,100 to 499,MN,1,1
2026. 2. 17.,2026년 2월 17일,Clarix Imaging Corporation,Clarix Imaging Corporation,Open,Yes,02/17/2026,,20 to 99,IL,1,1
2026. 2. 17.,2026년 2월 17일,"Clashmore Logistics, Inc.",,Open,No,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,CLIMAR CLEANING SERVICES LLC,CLIMAR CLEANING SERVICES LLC,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,CLIQ STUDIOS CABINETS LLC,,Open,No,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,CMA CGM America LLC,,Open,No,02/17/2026,,"1,000 to 2,499",VA,1,1
2026. 2. 17.,2026년 2월 17일,CMA CGM Puerto Rico LLC,,Open,No,02/17/2026,,10 to 19,PR,1,1
2026. 2. 17.,2026년 2월 17일,Coastal Container Corporation,,Open,No,02/17/2026,,100 to 499,MI,1,1
2026. 2. 17.,2026년 2월 17일,Collaborative for Educational Services,,Open,No,02/17/2026,,500 to 999,MA,1,1
2026. 2. 17.,2026년 2월 17일,Collette R Ball Ins Agcy Inc,Collette Ball,Open,Yes,02/17/2026,,5 to 9,SC,1,1
2026. 2. 17.,2026년 2월 17일,"Colonial Midwest Imports, Inc.",BedTech Midwest,Open,Yes,02/17/2026,,10 to 19,IL,1,1
2026. 2. 17.,2026년 2월 17일,"Complete Care Centers, LLC","Complete Care Centers, LLC",Open,Yes,02/17/2026,,100 to 499,FL,1,1
2026. 2. 17.,2026년 2월 17일,"Complete Well Care Source, LLC",,Open,No,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,"Cooperative Producers, Inc",,Open,No,02/17/2026,,100 to 499,NE,2,2
2026. 2. 17.,2026년 2월 17일,"CreditNinja Lending, LLC",,Open,No,02/17/2026,,100 to 499,IL,1,1
2026. 2. 17.,2026년 2월 17일,CYBER CONVOY INC,,Open,No,02/17/2026,,10 to 19,NY,1,1
2026. 2. 17.,2026년 2월 17일,"D. Binder Mechanical, Inc.","D. Binder Mechanical, Inc.",Open,Yes,02/02/2026,,5 to 9,IL,1,1
2026. 2. 17.,2026년 2월 17일,DANIELS ROOFING LLC,DANIELS ROOFING LLC,Open,Yes,02/17/2026,,5 to 9,MO,1,1
2026. 2. 17.,2026년 2월 17일,Datum Inc,,Open,No,02/17/2026,,10 to 19,CA,1,1
2026. 2. 17.,2026년 2월 17일,DCR Natural Heritage,,Open,Yes,02/17/2026,,20 to 99,VA,1,1
2026. 2. 17.,2026년 2월 17일,Derek Companies LLC,,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,DERMOTT CITY NURSING HOME,,Open,No,02/17/2026,,20 to 99,AR,1,1
2026. 2. 17.,2026년 2월 17일,"Design Works A Floral Studio, LLC",,Open,No,02/17/2026,,20 to 99,CO,1,1
2026. 2. 17.,2026년 2월 17일,Diamond Wave Staffing Agency,Diamond Wave Staffing Agency,Open,Yes,02/17/2026,,20 to 99,FL,1,1
2026. 2. 17.,2026년 2월 17일,Diamondback Equipment Leasing LLC,,Open,Yes,02/17/2026,,5 to 9,AZ,1,1
2026. 2. 17.,2026년 2월 17일,DIDO LC,Converged Technology Solutions,Open,Yes,02/17/2026,,5 to 9,MO,1,1
2026. 2. 17.,2026년 2월 17일,Discovery Day Camp for Kids Inc.,,Open,Yes,02/17/2026,,20 to 99,IL,1,1
2026. 2. 17.,2026년 2월 17일,"Domain 6, Inc",Domain 6,Open,Yes,02/17/2026,,10 to 19,NV,1,1
2026. 2. 17.,2026년 2월 17일,Dose Steelworks,Dose Steelworks,Terminated,Yes,01/12/2026,03/20/2026,20 to 99,IA,1,1
2026. 2. 17.,2026년 2월 17일,DR. MARTENS PLC,DR. MARTENS PLC,Open,No,02/17/2026,,"10,000 and over",OR,1,1
2026. 2. 17.,2026년 2월 17일,"DREAM CATCHER FARM, INC.",,Open,No,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,Dyke Nelson Architecture LLC,DNA Workshop,Open,Yes,02/17/2026,,20 to 99,LA,1,1
2026. 2. 17.,2026년 2월 17일,"EAGLE CONTRACTING & LANDSCAPING, INC.",,Open,Yes,02/17/2026,,5 to 9,PA,1,1
2026. 2. 17.,2026년 2월 17일,"Echelon Orbital, Inc.","Echelon Orbital, Inc.",Open,Yes,02/17/2026,,5 to 9,AZ,1,1
2026. 2. 17.,2026년 2월 17일,"Eco-Seal Home Solutions, LLC",,Open,Yes,02/17/2026,,20 to 99,"OH,PA",2,1
2026. 2. 17.,2026년 2월 17일,EDEN WELLNESS LLC,,Open,No,02/17/2026,,20 to 99,CO,1,1
2026. 2. 17.,2026년 2월 17일,Elevate Home Care LLC,,Open,No,02/17/2026,,20 to 99,OH,1,1
2026. 2. 17.,2026년 2월 17일,"ELUMEN, INC",,Open,No,02/17/2026,,10 to 19,MN,1,1
2026. 2. 17.,2026년 2월 17일,EMD Millipore Corporation,EMD Millipore Corporation,Open,No,02/17/2026,,"10,000 and over",MA,1,1
2026. 2. 17.,2026년 2월 17일,"EMERALD ENVIRONMENTAL SERVICES, INC.",,Open,No,02/17/2026,,100 to 499,OH,1,1
2026. 2. 17.,2026년 2월 17일,Empowerment Quality Care Services,,Open,No,02/17/2026,,100 to 499,NC,1,1
2026. 2. 17.,2026년 2월 17일,ENCORE PHYSICAL THERAPY AND CHIROPRACTIC PLLC,,Open,Yes,02/17/2026,,10 to 19,NY,1,1
2026. 2. 17.,2026년 2월 17일,Enshored LLC,,Open,No,02/17/2026,,5 to 9,CA,1,1
2026. 2. 17.,2026년 2월 17일,ENT & Facial Plastic Surgery Center,,Open,No,02/17/2026,,20 to 99,VA,1,1
2026. 2. 17.,2026년 2월 17일,"Entrepreneurial Modules, LLC.",Coloring Dreams,Open,Yes,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,Epic Controls LLC.,Epic Controls LLC.,Open,Yes,02/17/2026,,10 to 19,NM,1,1
2026. 2. 17.,2026년 2월 17일,EPIOM,"EPIOM Neuromonitoring, PLLC",Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"Equal Opportunity Ventures Manager, LP",,Open,Yes,02/17/2026,,10 to 19,MA,1,1
2026. 2. 17.,2026년 2월 17일,Etico Concrete LLC,Etico Concrete & Plumbing,Open,Yes,02/17/2026,,100 to 499,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Etico LLC,,Open,Yes,02/17/2026,,10 to 19,AZ,1,1
2026. 2. 17.,2026년 2월 17일,"Evergreen Business Group, Inc",Shift Insurance Group,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,Executive Air Services LLC,,Open,No,02/17/2026,,100 to 499,FL,1,1
2026. 2. 17.,2026년 2월 17일,Exeter Logistics Inc.,,Open,Yes,02/17/2026,,20 to 99,TX,2,1
2026. 2. 17.,2026년 2월 17일,Extraordinary Brands,,Open,No,02/17/2026,,20 to 99,VA,1,1
2026. 2. 17.,2026년 2월 17일,Extreme Exteriors Inc.,Extreme Exteriors Inc.,Open,Yes,02/17/2026,,5 to 9,TN,1,1
2026. 2. 17.,2026년 2월 17일,Faith Evangelical Free Church,Brookside Church,Open,Yes,02/17/2026,,20 to 99,NE,1,1
2026. 2. 17.,2026년 2월 17일,Faith Global Ministries,Great River Learning Centers ,Open,No,02/17/2026,,5 to 9,MO,1,1
2026. 2. 17.,2026년 2월 17일,FC Traffic Control,,Open,No,02/17/2026,,20 to 99,"NM,TX",9,1
2026. 2. 17.,2026년 2월 17일,Feathered Friendz Inc,,Open,No,02/17/2026,,20 to 99,SC,1,1
